ID;tahun_lahir;Pendidikan;Status_pernikahan;Pendapatan;jumlah_anak;jumlah_remaja;tanggal_pendaftaran;recency;Spent_wine;Spent_buah;Spent_daging;Spent_ikan;Spent_emas
1826;1970;Graduation;Divorced;84835;0;0;16/06/2014;0;189;104;379;111;218
8842;1971;Graduation;Widow;30372;1;1;25/12/2012;33;15;0;12;7;7
11030;1976;Master;Married;33181;1;0;03/01/2014;90;9;0;3;0;4
2579;1957;Graduation;Married;71113;0;1;17/12/2013;95;495;33;255;11;8
175;1986;Graduation;Married;71952;1;0;10/01/2013;93;656;80;455;52;93
9185;1966;PhD;Single;69759;0;0;28/10/2013;38;452;20;514;13;0
11056;1974;Graduation;Married;72099;0;0;27/10/2012;18;546;91;410;119;22
9365;1976;PhD;Single;60000;0;1;22/12/2012;57;1048;0;217;0;12
6201;1978;Graduation;Single;38643;1;1;29/11/2013;45;22;2;14;0;10
2061;1955;Graduation;Married;50737;0;1;11/05/2013;61;78;0;11;0;10
6184;1969;PhD;Married;68462;0;0;12/12/2012;6;561;64;785;84;48
6142;1943;Master;Married;65073;0;0;20/08/2013;65;629;17;177;69;8
4107;1948;PhD;Together;46681;0;2;08/10/2013;52;269;15;69;15;38
7274;1957;Graduation;Married;78618;0;0;28/09/2012;87;736;163;818;212;61
9336;1969;PhD;Widow;62187;0;1;22/03/2014;38;512;0;83;0;41
2958;1978;Graduation;Married;28442;2;0;24/02/2014;53;19;3;10;11;6
933;1978;PhD;Married;37717;1;0;23/11/2012;31;9;0;6;4;5
5837;1967;Graduation;Married;51479;1;1;28/12/2012;67;247;8;160;6;65
10704;1969;Graduation;Single;54803;0;1;21/08/2012;65;404;0;92;28;142
5125;1960;Graduation;Married;79530;0;0;17/05/2013;64;333;0;815;129;29
4432;1976;Graduation;Divorced;31615;1;0;16/03/2013;82;2;3;20;6;9
5955;1962;Graduation;Together;72025;0;0;17/11/2012;27;833;33;549;151;233
2928;1975;PhD;Single;52614;0;1;01/12/2012;63;789;0;142;12;38
5680;1984;2n Cycle;Married;35684;1;0;22/04/2014;66;10;4;7;0;3
10313;1975;Graduation;Married;48178;1;1;28/10/2012;69;159;4;45;6;38
2557;1970;Master;Single;29548;1;0;29/08/2013;52;7;1;6;3;11
1245;1966;Graduation;Single;63810;0;1;11/11/2012;45;977;12;253;16;101
1519;1972;PhD;Single;38578;1;1;22/06/2013;2;38;4;22;3;3
10703;1975;Master;Single;46098;1;1;18/08/2012;86;57;0;27;0;36
1726;1970;Graduation;Single;22585;0;0;18/03/2013;23;3;9;15;13;39
4459;1989;Graduation;Single;30279;1;0;30/12/2012;13;10;4;14;4;1
1729;1961;PhD;Together;66426;0;1;02/10/2013;14;1043;24;97;32;157
1517;1969;Graduation;Single;30822;1;0;14/06/2013;92;3;9;13;2;12
2098;1969;PhD;Married;33581;2;0;08/01/2013;38;11;0;5;0;1
9543;1985;Graduation;Married;19986;1;0;14/11/2013;74;3;6;5;0;6
6878;1954;Graduation;Widow;27421;0;0;12/12/2012;14;43;12;96;78;55
3310;1973;2n Cycle;Married;35688;2;1;22/08/2012;94;73;3;90;12;32
2724;1981;Master;Single;36143;1;0;30/03/2014;33;12;0;1;0;6
948;1971;Graduation;Single;10245;1;0;15/05/2013;32;4;7;7;6;13
6720;1968;Master;Together;43795;0;1;16/10/2013;11;314;11;53;4;107
6202;1960;Graduation;Together;63381;0;1;05/10/2012;78;571;50;142;33;159
2066;1949;Graduation;Together;38823;0;1;30/08/2012;56;70;0;11;2;23
9799;1968;PhD;Divorced;83664;1;1;08/05/2013;57;866;21;151;28;86
8318;1979;Graduation;Together;90300;0;0;03/01/2014;7;594;134;786;33;57
5642;1979;Master;Together;62499;1;0;09/12/2013;0;140;4;61;0;4
2669;1993;Graduation;Single;74293;0;0;04/05/2014;66;375;152;335;93;81
455;1946;PhD;Married;51012;0;0;18/04/2013;86;102;9;63;2;24
7683;1968;Master;Married;70777;0;1;25/02/2014;80;554;35;113;0;78
3428;1991;PhD;Together;68682;0;0;06/10/2013;56;919;0;505;99;45
7414;1971;Graduation;Married;43824;1;1;15/09/2012;18;96;1;42;12;32
6354;1984;Graduation;Together;15345;1;0;31/08/2012;51;5;2;16;3;19
798;1987;Graduation;Single;23442;1;0;24/12/2012;71;2;0;6;8;5
8213;1980;2n Cycle;Together;14515;1;0;09/11/2012;71;6;4;9;6;35
2488;1956;2n Cycle;Divorced;31395;1;1;23/03/2013;80;23;1;25;0;7
9999;1965;Graduation;Together;75276;0;0;27/09/2012;2;610;105;125;137;21
7617;1974;Graduation;Single;42373;1;1;15/08/2013;83;67;5;61;3;19
615;1960;Graduation;Together;30507;0;0;11/03/2013;29;65;36;74;38;110
2552;1955;PhD;Single;55521;1;2;22/10/2013;11;416;0;26;0;4
194;1965;Graduation;Married;48006;1;1;09/06/2014;55;23;0;11;3;2
3645;1972;PhD;Single;27213;1;0;30/08/2012;19;19;3;26;10;3
8890;1971;PhD;Divorced;65808;1;1;30/05/2014;1;155;7;80;13;10
5049;1974;PhD;Together;30351;1;0;06/06/2013;19;14;0;24;3;2
9973;1963;Graduation;Married;50437;0;2;17/10/2012;28;370;9;92;6;4
7301;1982;2n Cycle;Single;23616;1;0;17/11/2012;76;4;22;11;3;32
10882;1976;Graduation;Married;53858;0;1;09/11/2012;50;407;53;221;58;26
7030;1955;PhD;Married;66465;0;1;30/03/2013;1;1200;0;204;38;14
7422;1987;Graduation;Single;46923;1;0;22/08/2012;90;85;44;54;102;6
3523;1962;Graduation;Together;75072;0;1;23/01/2013;83;583;34;309;0;125
7106;1943;PhD;Married;75865;0;0;31/03/2014;73;483;0;591;156;12
6504;1975;2n Cycle;Together;19789;1;0;20/11/2013;24;2;5;9;28;28
5067;1994;Graduation;Together;80134;0;0;14/02/2014;11;966;26;282;52;26
4216;1981;Graduation;Single;91065;0;0;22/02/2013;33;822;114;108;179;114
8581;1971;Master;Married;49505;1;1;05/03/2013;4;604;0;100;19;28
5929;1973;PhD;Married;37401;1;0;06/05/2014;14;19;3;19;3;3
3129;1983;Graduation;Married;30096;1;0;22/05/2014;30;5;3;11;12;9
6528;1982;Master;Together;18492;1;0;05/06/2014;75;2;2;2;2;1
1361;1974;Master;Married;82584;0;0;04/06/2013;26;1076;68;103;29;68
6932;1941;PhD;Married;93027;0;0;13/04/2013;77;1285;42;716;55;21
7284;1953;Graduation;Married;48686;1;2;04/12/2013;8;10;0;7;2;1
1340;1986;Graduation;Married;92910;0;0;24/04/2014;42;551;137;792;179;33
8746;1989;Graduation;Married;75433;1;0;05/04/2014;28;800;0;297;0;57
5987;1989;2n Cycle;Together;10404;1;0;04/05/2014;52;2;2;11;10;12
3767;1968;Graduation;Married;61314;0;1;25/04/2013;1;378;0;189;97;172
3725;1961;PhD;Single;84865;0;0;09/05/2013;1;1248;16;349;43;16
4324;1989;Graduation;Married;42387;1;0;29/10/2012;42;235;0;235;19;191
238;1967;2n Cycle;Together;67309;1;1;23/01/2013;76;515;47;181;149;95
6694;1964;Graduation;Married;75236;0;1;25/11/2013;27;438;66;400;12;114
498;1970;Graduation;Single;30015;1;0;02/02/2014;28;25;0;22;2;5
9347;1956;Master;Together;50943;0;1;21/06/2013;49;31;0;7;2;6
9699;1966;Graduation;Divorced;67272;0;1;21/12/2013;12;357;35;271;28;14
10664;1949;Master;Widow;51529;0;1;07/09/2013;14;400;4;35;6;22
5455;1971;PhD;Married;32011;1;0;22/08/2013;89;99;0;15;2;5
456;1986;2n Cycle;Married;7500;1;0;07/02/2013;96;1;11;5;4;9
5012;1989;Graduation;Married;28691;1;0;04/07/2013;56;5;4;13;8;4
7495;1948;PhD;Married;56223;0;1;20/12/2013;72;77;28;31;16;4
5029;1946;Graduation;Married;18100;0;0;06/08/2013;14;3;1;2;4;1
10642;1989;Graduation;Single;30279;1;0;30/12/2012;13;10;4;14;4;1
2106;1974;2n Cycle;Married;20130;0;0;17/03/2014;99;0;6;3;7;12
10364;1959;Graduation;Divorced;23295;0;0;13/07/2013;72;0;0;1;2;5
5954;1972;Master;Divorced;42618;1;0;09/10/2013;92;76;14;74;13;10
1137;1964;Graduation;Single;81246;0;0;29/12/2013;87;398;190;537;61;37
2541;1976;Graduation;Married;24027;1;0;09/06/2013;7;14;7;11;11;5
1142;1953;PhD;Married;55707;0;1;22/12/2013;91;208;7;82;30;35
2276;1955;Graduation;Single;57959;0;1;02/05/2013;71;430;16;322;43;33
2807;1969;Graduation;Married;56796;0;1;16/02/2013;24;656;38;161;62;37
6471;1971;Master;Single;36230;1;0;17/10/2013;17;14;2;30;8;3
6131;1980;2n Cycle;Married;70829;1;1;01/12/2013;87;141;70;106;72;23
6233;1976;Graduation;Married;65991;0;1;07/09/2012;21;507;19;364;25;9
4148;1972;Graduation;Married;38988;1;2;20/08/2012;90;164;24;103;12;42
4947;1966;2n Cycle;Single;89572;0;0;15/09/2012;44;606;24;974;197;64
3225;1984;Master;Married;42207;1;0;01/04/2013;71;116;11;72;3;46
7540;1952;Graduation;Married;50300;0;1;25/05/2014;52;143;15;60;24;5
10648;1982;2n Cycle;Together;66664;0;0;25/09/2012;78;398;96;447;220;32
1992;1964;Graduation;Married;60597;0;1;01/01/2014;2;522;0;257;32;66
7851;1949;Graduation;Widow;70165;0;0;22/09/2013;60;161;0;253;199;122
8594;1958;PhD;Widow;50520;0;1;28/01/2014;25;112;0;6;2;14
7059;1963;Graduation;Married;80124;0;0;26/06/2014;47;483;84;398;205;241
2815;1975;Graduation;Married;33183;1;0;24/02/2014;46;7;5;39;17;37
2416;1969;PhD;Single;66582;0;0;03/03/2014;83;789;25;420;16;0
7999;1955;PhD;Together;75261;0;0;23/04/2013;17;1239;17;413;23;17
9213;1970;Graduation;Widow;31880;1;0;31/10/2012;13;4;1;5;2;3
9697;1951;Graduation;Married;53790;0;2;06/03/2014;86;335;42;127;28;5
3916;1971;PhD;Together;49269;1;0;15/08/2012;92;639;8;166;11;58
2021;1975;Graduation;Married;61456;0;1;27/03/2013;47;563;76;384;84;89
1581;1980;Graduation;Married;37406;1;0;10/10/2013;18;2;0;8;2;3
564;1981;PhD;Together;56937;1;0;04/08/2012;81;746;8;125;11;8
6619;1978;Graduation;Married;38415;1;1;02/01/2013;91;22;1;13;4;4
9081;1988;Graduation;Single;20518;1;0;18/05/2014;58;4;1;6;4;9
178;1956;Graduation;Married;62503;0;1;18/02/2013;40;478;0;193;110;117
916;1972;PhD;Single;41644;1;1;09/05/2014;67;20;3;4;2;2
5512;1977;Master;Married;55842;0;1;23/05/2014;19;451;0;39;0;24
8970;1972;PhD;Married;62010;0;1;23/10/2012;93;371;22;39;6;92
10581;1977;Graduation;Married;41124;1;0;31/10/2012;41;281;7;84;15;119
5300;1973;Master;Married;38961;1;0;30/12/2013;60;19;7;19;0;24
5154;1972;Master;Divorced;37760;1;0;11/08/2013;54;26;3;13;2;0
8346;1974;Graduation;Single;32233;1;0;19/08/2012;26;138;15;35;25;72
1676;1975;Graduation;Married;43057;0;1;30/10/2013;30;213;2;44;0;5
9286;1960;Master;Together;83151;0;0;10/10/2012;93;407;28;100;120;18
2426;1964;PhD;Divorced;78825;0;0;14/09/2012;35;483;74;114;169;18
5172;1976;Master;Together;65104;0;1;14/11/2013;4;738;0;232;13;50
5562;1974;Graduation;Married;60093;0;1;26/06/2013;92;502;12;109;16;90
3436;1969;Graduation;Married;14045;1;0;26/01/2014;24;11;0;5;2;1
3921;1952;2n Cycle;Widow;28457;0;0;28/10/2012;96;24;1;108;29;14
3403;1958;PhD;Together;78952;0;1;24/09/2012;11;1170;19;594;99;134
22;1976;Graduation;Divorced;46310;1;0;03/12/2012;99;185;2;88;15;14
10965;1955;Graduation;Together;76005;0;0;22/02/2013;72;983;20;389;240;40
9426;1964;Master;Single;58308;0;1;12/01/2013;77;691;0;69;10;130
6605;1944;PhD;Divorced;55614;0;0;27/11/2013;85;504;13;131;8;26
3136;1962;Master;Divorced;59432;0;1;13/04/2013;88;317;25;265;25;12
8737;1978;Graduation;Divorced;55563;0;1;05/04/2014;22;29;1;9;2;2
11088;1971;PhD;Together;78642;0;1;21/04/2013;83;1396;0;322;46;17
716;1949;PhD;Together;67911;0;1;22/05/2014;63;529;0;356;63;0
466;1944;Graduation;Married;65275;0;0;03/04/2013;9;388;14;218;91;21
9135;1950;Graduation;Together;27203;1;1;06/08/2012;92;13;2;21;4;24
10623;1961;Master;Together;48330;0;1;15/11/2013;2;28;0;4;0;0
8151;1990;Basic;Married;24279;0;0;29/12/2012;6;16;36;21;20;108
5140;1985;PhD;Married;64355;1;0;24/08/2012;66;1047;0;140;67;153
10160;1956;Master;Together;50943;0;1;21/06/2013;49;31;0;7;2;6
4945;1953;Graduation;Widow;53653;0;0;07/11/2012;29;815;10;239;28;108
10584;1976;Graduation;Married;65665;0;1;02/12/2013;77;225;162;387;106;29
6071;1989;Graduation;Single;81217;0;0;19/07/2013;77;493;70;324;146;84
3386;1992;Graduation;Married;34935;0;0;21/06/2013;71;34;4;66;3;20
8939;1959;Graduation;Divorced;61250;0;1;16/12/2012;49;382;138;65;60;59
9925;1981;PhD;Together;39665;1;0;25/05/2013;97;127;1;56;0;31
4320;1979;Graduation;Single;60152;0;1;28/03/2013;6;325;83;300;86;91
5389;1964;Graduation;Married;48920;0;2;20/10/2013;93;238;17;68;8;6
6036;1959;Master;Together;89120;0;0;17/03/2014;78;1168;92;408;72;55
182;1946;PhD;Together;44124;0;1;11/05/2013;62;284;0;55;0;52
203;1975;Master;Single;81169;0;0;14/04/2013;47;1288;20;613;80;27
11025;1961;Graduation;Married;36443;1;1;03/02/2013;9;65;0;46;4;20
10203;1990;Graduation;Single;26095;1;0;30/06/2013;77;11;7;9;3;11
4607;1959;Graduation;Together;71367;0;0;23/08/2013;24;227;23;389;42;75
3711;1944;Master;Married;80184;0;0;01/03/2014;19;1035;134;670;25;0
3696;1965;Graduation;Divorced;30630;1;1;27/01/2014;67;27;1;12;2;10
2532;1987;Master;Single;73454;0;0;01/03/2014;95;982;73;351;56;175
9214;1991;Graduation;Married;42691;0;0;16/08/2013;48;179;2;64;38;58
4943;1953;Graduation;Married;70503;0;0;30/09/2012;73;1379;33;216;0;66
35;1987;Graduation;Married;25545;1;0;08/09/2012;35;32;1;64;16;85
2258;1986;Graduation;Married;32880;1;0;04/12/2012;76;8;4;15;7;2
4322;1958;PhD;Together;77863;0;0;27/11/2013;20;881;38;319;16;12
713;1977;Master;Married;50353;0;0;08/06/2014;72;141;15;153;67;35
4702;1964;Graduation;Single;61839;0;0;12/08/2012;20;1000;155;379;224;120
3281;1960;PhD;Married;49154;1;1;03/11/2013;69;206;10;67;30;71
702;1975;2n Cycle;Widow;47682;0;1;15/02/2013;80;162;61;83;97;61
2004;1969;Graduation;Single;72679;0;1;18/09/2013;65;619;54;260;127;54
4769;1977;Master;Together;57954;1;1;18/06/2014;52;456;4;24;0;9
4437;1962;Graduation;Married;65316;1;1;24/04/2013;65;112;6;92;3;38
8724;1982;Graduation;Single;28567;1;0;17/06/2013;57;11;3;22;2;6
10741;1951;Master;Together;47352;0;1;11/04/2013;70;172;12;112;8;15
1991;1967;Graduation;Together;44931;0;1;18/01/2014;0;78;0;11;0;7
6931;1967;Graduation;Divorced;76982;0;0;15/02/2014;19;464;151;292;65;30
11096;1952;2n Cycle;Together;57247;0;1;08/08/2013;50;99;4;32;37;6
304;1981;Master;Single;22944;1;0;23/12/2013;67;19;3;19;4;26
3665;1977;2n Cycle;Together;25315;1;0;07/11/2013;46;1;9;8;11;22
10591;1969;Graduation;Widow;43638;0;1;06/08/2012;37;63;10;83;7;19
5036;1984;PhD;Single;42710;1;0;28/11/2012;38;252;3;42;4;102
5547;1982;PhD;Married;84169;0;0;07/08/2013;9;1478;19;403;0;0
7822;1976;Graduation;Together;54058;0;1;04/06/2013;56;198;18;252;32;54
8541;1990;2n Cycle;Married;24683;1;0;08/03/2014;98;8;4;10;6;6
10955;1964;Graduation;Widow;85620;0;0;07/01/2014;68;416;46;925;60;46
4368;1980;Graduation;Married;47850;1;0;03/12/2013;72;42;7;43;20;10
9671;1968;Graduation;Married;19514;1;1;26/01/2014;47;14;3;21;2;28
2256;1973;Master;Married;27159;1;1;29/03/2014;33;17;0;3;0;1
4279;1963;2n Cycle;Single;39548;1;1;31/03/2014;87;15;4;10;3;18
5371;1989;Graduation;Single;21474;1;0;08/04/2014;0;6;16;24;11;34
9240;1971;PhD;Single;60504;0;1;07/02/2014;73;458;0;24;6;34
9460;1963;Graduation;Married;22419;0;0;18/04/2013;74;30;3;47;19;42
9504;1949;Master;Married;81698;0;0;06/11/2013;4;179;28;520;111;47
8692;1952;Graduation;Together;43462;1;1;12/09/2012;50;90;17;97;15;15
448;1978;PhD;Single;54880;1;0;01/03/2013;57;308;85;137;102;118
8314;1982;Graduation;Married;79908;0;0;05/04/2013;30;557;129;761;29;111
8420;1970;2n Cycle;Married;15315;0;0;03/08/2013;27;7;4;13;15;17
3174;1959;Graduation;Together;87771;0;1;22/05/2013;61;1492;38;287;50;33
7685;1978;Graduation;Married;33039;1;0;09/09/2013;4;30;8;12;8;12
3179;1980;Graduation;Single;81741;0;0;16/06/2013;75;249;153;940;58;38
9780;1971;Master;Together;71499;0;1;25/06/2013;12;465;25;132;136;37
10681;1970;2n Cycle;Married;62466;0;1;15/01/2014;13;129;129;259;168;83
10232;1963;PhD;Divorced;48799;0;1;05/11/2013;9;174;18;81;28;24
4184;1950;PhD;Together;52157;0;1;07/06/2014;48;189;2;29;3;40
9120;1962;Graduation;Single;66565;0;1;05/12/2012;80;747;10;161;65;42
891;1951;Master;Together;29298;1;1;07/09/2013;60;6;0;2;2;1
10381;1979;Graduation;Single;47691;0;1;05/07/2013;43;14;0;3;0;4
3525;1970;Graduation;Together;38200;1;1;07/12/2012;19;12;0;4;0;1
6818;1974;Graduation;Married;44989;0;1;12/09/2012;26;98;0;106;49;106
3526;1968;PhD;Married;38443;1;1;27/01/2014;58;32;0;5;0;1
8181;1978;2n Cycle;Single;38593;1;0;13/09/2013;42;51;12;49;17;24
1029;1970;PhD;Together;64413;0;1;01/08/2013;27;200;5;44;0;20
7369;1981;Master;Married;36959;1;0;02/10/2013;56;25;6;25;6;0
2574;1977;PhD;Married;61996;0;1;31/01/2013;27;1050;12;144;0;24
8159;1968;Graduation;Married;51287;1;1;01/04/2014;10;117;0;22;13;30
1160;1970;Graduation;Married;13260;1;1;23/08/2013;48;9;4;17;10;7
10242;1966;PhD;Together;47472;1;1;16/09/2013;39;56;0;11;0;8
5253;1956;Master;Together;54603;1;1;09/07/2013;85;145;13;46;17;4
5966;1974;PhD;Married;45207;1;1;10/11/2012;64;203;0;10;0;2
5314;1951;Graduation;Together;40689;0;1;18/03/2013;69;270;3;27;39;99
5081;1967;2n Cycle;Together;47821;1;1;20/10/2013;54;9;0;16;6;10
5123;1951;Master;Married;27450;0;0;15/04/2013;57;37;12;23;8;52
5756;1983;Graduation;Together;39453;1;0;03/04/2014;64;46;0;7;0;2
8036;1971;2n Cycle;Together;26850;1;1;18/04/2014;10;31;1;13;7;9
9058;1955;Graduation;Widow;79800;0;0;23/09/2012;65;1060;21;530;32;224
5057;1961;Master;Married;61794;0;1;14/09/2013;74;264;47;188;54;11
254;1955;Graduation;Together;53863;0;1;17/05/2014;4;399;4;30;6;30
4179;1959;Graduation;Together;24221;0;0;20/08/2013;94;8;9;9;2;22
3710;1984;PhD;Single;39684;1;0;12/10/2012;41;19;0;35;6;17
7627;1975;Master;Married;92163;0;0;12/12/2012;25;817;183;797;106;20
4501;1965;Master;Single;69882;0;0;10/11/2013;94;292;127;635;132;165
6424;1977;Graduation;Together;33178;1;0;30/01/2014;9;12;6;2;11;16
3075;1972;PhD;Married;59973;0;0;11/09/2013;47;130;30;168;20;0
4992;1975;Master;Together;17459;1;0;19/09/2013;12;6;4;16;3;30
5252;1969;Graduation;Divorced;23910;1;0;26/10/2012;80;16;12;18;7;13
7444;1969;Master;Married;42169;1;1;19/10/2013;20;19;0;9;0;2
6919;1978;2n Cycle;Married;26224;1;0;04/06/2013;39;4;7;15;13;15
3537;1981;Graduation;Together;31089;1;0;17/08/2012;57;31;3;31;2;4
10277;1961;Graduation;Single;30081;0;1;21/02/2013;27;36;0;2;0;4
2453;1960;Graduation;Together;62807;0;1;31/08/2012;83;526;28;135;10;99
7972;1955;Graduation;Single;72906;0;0;17/09/2013;79;400;32;519;71;54
895;1948;PhD;Married;61467;0;2;09/12/2012;69;410;16;114;0;49
1177;1966;Master;Together;49618;1;1;26/01/2013;77;80;3;26;4;14
7141;1986;Master;Single;21888;1;0;29/12/2012;15;88;10;46;2;64
7232;1973;Graduation;Widow;42429;0;1;11/02/2014;99;55;0;6;2;4
8477;1956;Graduation;Divorced;26150;2;1;11/03/2013;61;5;1;13;3;1
2457;1975;Basic;Married;30801;0;1;26/10/2012;23;8;4;5;15;11
988;1965;Graduation;Married;81168;0;0;07/05/2014;84;410;0;592;147;22
7930;1969;Master;Single;26877;0;0;19/08/2013;74;101;13;76;20;40
4587;1944;Master;Widow;45006;0;0;18/07/2013;90;162;25;53;16;10
6682;1973;Basic;Married;18978;1;0;11/12/2012;41;2;8;1;4;15
6222;1967;Graduation;Married;22574;2;1;28/10/2013;28;25;0;8;2;2
10299;1969;PhD;Single;48240;0;0;09/11/2012;73;389;91;248;64;41
3083;1974;Graduation;Married;45837;1;1;26/07/2013;88;215;13;87;17;24
8953;1965;Master;Single;35791;2;1;06/05/2013;94;27;0;5;0;3
1503;1976;PhD;Together;162397;1;1;03/06/2013;31;85;1;16;2;2
8650;1978;Graduation;Widow;54162;1;1;18/03/2013;31;5;6;10;6;10
10862;1960;Master;Married;30522;0;1;17/08/2012;6;179;8;83;19;26
2782;1961;PhD;Married;54456;0;1;11/07/2013;23;352;0;27;10;15
6941;1971;Graduation;Single;31632;0;0;14/07/2013;92;17;8;12;11;32
10972;1949;Graduation;Widow;72298;0;0;10/03/2014;52;625;35;169;58;35
10708;1978;2n Cycle;Single;36975;1;0;28/12/2013;50;10;6;11;0;2
6583;1955;2n Cycle;Married;72635;0;0;03/06/2013;54;390;22;323;104;107
3641;1976;Graduation;Married;13624;1;0;20/01/2013;93;10;2;15;2;6
10156;1975;Graduation;Single;84196;0;1;03/06/2013;56;215;63;507;231;190
4299;1960;Graduation;Together;70971;0;1;21/09/2012;28;1001;17;572;93;17
3469;1977;PhD;Divorced;34487;1;1;06/09/2012;94;19;18;33;24;8
5063;1977;Graduation;Single;28769;1;0;18/12/2012;76;41;5;129;10;3
10727;1970;PhD;Married;69084;1;0;19/11/2013;43;1181;107;199;39;30
9624;1958;PhD;Together;65488;0;0;13/06/2014;46;603;45;207;36;54
5156;1970;2n Cycle;Married;62466;0;1;15/01/2014;13;129;129;259;168;83
4376;1960;2n Cycle;Single;32218;0;0;15/02/2014;27;10;24;15;13;30
8923;1973;Graduation;Single;83917;0;0;18/04/2013;12;514;22;732;42;79
8461;1962;Graduation;Divorced;46102;2;1;10/03/2014;3;14;0;1;0;1
6945;1952;Graduation;Single;84574;0;0;04/06/2013;72;387;20;713;38;163
944;1962;Graduation;Married;56181;0;1;08/01/2013;6;121;103;69;8;48
1907;1950;Master;Divorced;63120;0;1;28/09/2012;53;965;69;279;54;69
701;1971;Graduation;Married;73691;0;1;06/11/2013;58;707;21;250;85;73
3856;1960;Graduation;Together;63381;0;1;05/10/2012;78;571;50;142;33;159
4149;1948;PhD;Together;76140;0;0;13/05/2014;57;586;66;653;17;26
2131;1959;PhD;Divorced;62859;0;1;30/12/2012;37;1063;89;102;16;25
2942;1964;Graduation;Single;45906;0;1;07/05/2013;20;305;3;27;4;144
1173;1947;Master;Together;77632;0;0;10/03/2013;73;1200;105;758;0;147
4381;1971;PhD;Married;46463;1;1;18/08/2013;56;163;2;40;8;11
4611;1970;Graduation;Together;105471;0;0;21/01/2013;36;1009;181;104;202;207
3376;1970;Master;Divorced;55282;1;0;13/12/2013;9;125;6;73;8;19
4679;1977;Master;Married;78710;0;1;23/05/2014;42;721;0;152;119;50
10928;1958;Graduation;Together;66886;0;1;16/09/2013;28;315;4;62;41;146
4248;1960;Master;Single;98777;0;0;17/02/2014;23;1000;19;711;125;38
6728;1985;Graduation;Together;29103;1;0;27/08/2012;38;16;0;17;6;6
6661;1974;Graduation;Married;67445;0;1;12/08/2012;63;757;80;217;29;11
4725;1950;PhD;Together;50616;0;1;13/04/2014;71;30;2;25;0;9
3277;1955;Graduation;Divorced;49431;0;1;03/08/2012;9;219;3;100;26;17
5555;1975;Graduation;Divorced;153924;0;0;07/02/2014;81;1;1;1;1;1
2564;1953;Graduation;Together;61278;0;1;04/01/2014;87;111;3;28;2;15
946;1958;2n Cycle;Together;26490;0;0;22/09/2012;92;45;47;52;21;25
3867;1947;PhD;Together;73059;0;1;31/08/2013;36;410;112;420;0;71
6940;1966;PhD;Single;46734;1;2;21/10/2013;86;100;1;39;6;76
55;1963;Graduation;Together;56253;0;1;07/12/2012;83;509;0;65;7;5
7093;1985;Graduation;Married;19986;1;0;14/11/2013;74;3;6;5;0;6
5084;1975;Graduation;Widow;58330;0;1;25/12/2013;87;445;53;213;104;151
1777;1980;Basic;Married;25965;0;0;07/09/2012;29;2;2;11;41;11
8162;1956;Master;Together;14661;0;0;01/01/2013;88;4;1;11;6;2
10826;1959;Graduation;Married;18690;0;0;28/12/2012;77;6;1;7;23;19
8754;1974;PhD;Together;45068;0;1;16/05/2013;25;14;0;3;0;3
1987;1987;Basic;Single;21063;1;0;25/09/2013;34;1;10;11;19;15
11007;1968;PhD;Married;29187;1;0;09/05/2013;43;26;0;6;0;2
7426;1971;2n Cycle;Married;54690;1;1;07/11/2013;76;111;16;37;7;18
9153;1964;PhD;Married;59304;0;1;29/07/2013;81;418;61;428;80;10
10379;1962;Master;Single;59247;0;2;08/11/2013;87;327;9;122;19;83
9204;1970;Graduation;Widow;66731;0;1;12/09/2012;33;371;159;194;58;141
3197;1980;Graduation;Married;77353;0;1;16/12/2013;38;275;59;107;69;59
2920;1975;PhD;Single;52614;0;1;01/12/2012;63;789;0;142;12;38
6961;1974;Graduation;Married;26751;2;0;22/05/2014;26;1;1;5;0;1
4673;1963;PhD;Married;81300;0;1;30/10/2012;17;1004;12;145;32;36
9937;1979;Graduation;Single;70337;0;0;02/01/2014;75;187;81;149;25;91
8779;1985;2n Cycle;Married;36145;1;0;16/06/2013;13;56;4;76;17;18
9596;1980;PhD;Single;65295;0;0;23/12/2013;19;365;32;117;34;6
2891;1963;Graduation;Divorced;68118;0;1;18/10/2013;51;595;23;123;10;154
4910;1967;Graduation;Divorced;68743;0;0;30/08/2012;81;1132;134;384;175;115
75;1982;2n Cycle;Together;41039;0;0;25/07/2013;32;34;11;137;179;45
10120;1955;Graduation;Together;38946;0;1;24/10/2013;84;116;6;82;6;41
6327;1967;Graduation;Together;65777;0;0;19/12/2013;87;565;32;435;28;54
10142;1976;PhD;Divorced;66476;0;1;07/03/2013;99;372;18;126;47;78
9826;1972;PhD;Single;86857;0;0;12/09/2012;96;899;102;838;133;40
1501;1982;PhD;Married;160803;0;0;04/08/2012;21;55;16;1622;17;4
10767;1989;PhD;Together;77845;0;0;16/05/2014;40;760;40;480;0;26
7279;1969;PhD;Together;69476;0;0;30/09/2013;3;260;86;559;63;67
7230;1960;PhD;Divorced;50611;0;1;04/10/2012;98;459;0;24;6;4
143;1970;Graduation;Single;61209;0;0;25/08/2013;73;466;0;224;119;99
450;1958;Master;Together;42315;0;1;12/07/2013;90;67;15;80;17;80
9316;1952;Basic;Together;13084;0;0;02/11/2013;29;2;0;7;3;10
6379;1949;Master;Widow;47570;1;1;29/05/2013;3;67;1;20;0;31
9239;1961;Master;Married;61923;0;2;26/07/2013;94;92;4;18;3;6
